id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
111387,problem applying passport marriage certificate moms maiden name ?,"mom come abroad create problem ? name meenu , marriage in-laws changed name swati , certificates passport swati written certificates marriage say meenu certificates . problem us ?",0,0.08038596218838905,0.0,130,0.8636363636363636
111388,"difference `` contrast , ... '' `` contrast ... '' ( ) ?",?,0,0.0,0.0,55,0.1
111389,romanian word `` thank '' ?,"romanian , say `` hello '' ?",0,0.0,0.0,10,0.7096774193548387
111390,like delhi metro driver ?,delhi metro ?,0,0.0,0.0,12,0.9166666666666666
111391,word 'perceive ' used sentence ?,word 'assonance ' used sentence ?,0,0.0,0.0,8,0.8666666666666667
111392,"significance battle somme , battle compare contrast battle leningrad ?","significance battle somme , battle compare contrast battle yellow sea ?",1,0.0,0.0,9,0.9230769230769231
111393,securitization layman ’ terms ?,securitization layman terms ?,1,0.0,0.0,2,0.9696969696969697
111394,become certified dog trainer bangalore ?,become certified coating inspector ?,0,0.0,0.0,15,0.9090909090909091
111395,salt water taffy candy unknown japan ?,saltwater taffy candy imported italy ?,1,0.0,0.0,14,0.8648648648648649
111396,south korea developed developing nation ?,"south korea considered developed country ? , ?",1,0.0,0.0,21,0.8947368421052632
111397,open paypal without bank account ?,get paypal account name partnership firm e-commerce ?,0,0.0,0.0,35,0.7567567567567568
111398,"uk , 2016 , enable obtain ipv6 address bt adsl broadband home ?",ipv6 addresses 128 bits long instead 256 bits ?,0,0.0,0.0,49,0.8
111399,know flying ryanair ?,like fly ryanair ?,1,0.0,0.0,7,0.8333333333333334
111400,salary new phd graduates starting google 2017 ?,current average starting salary iit graduate dollars ?,0,0.0,0.0,40,0.7692307692307693
111401,energy created conserved expanding universe ( expands without limit ) infinite energy created ?,"energy created ( 's conserved expanding universe ) infinite created ? yes , potential energy/potentiality infinite ?",1,0.0,0.0,52,0.88
111402,better captain dhoni kohli ?,dhoni given chance captain team india ?,0,0.0,0.0,27,0.7741935483870968
111403,britain colonize india ?,many years india colonized british ?,0,0.04534477621810565,0.0,20,0.875
111404,humility important ? ?,think humility important ?,1,0.0,0.0,8,0.9655172413793104
111405,suggest meet ignored ?,would say likes ignore ?,0,0.0,0.0,12,0.7586206896551724
111406,"worse , trump clinton ?",'s worse donald trump hillary clinton ?,1,0.0,0.0,17,0.8333333333333334
111407,part time jobs 'm college ?,best part-time jobs college ?,1,0.0,0.0,9,0.9411764705882353
111408,men 's rights movement ?,men 's rights movement - legitimate cause laughable ?,0,0.0,0.0,29,0.8235294117647058
111409,"fastest way transfer heat : radiation , conduction convection ?",best book heat transfer ?,0,0.0,0.0,47,0.6666666666666666
111410,phone best 12000 ?,phone within 12000 best ?,1,0.0,0.0,11,0.9285714285714286
111411,uncomfortable eat palate expander ?,restore whatsapp data without backup new device ?,0,0.0,0.0,36,0.7222222222222222
111412,gravity forces space time dimensions created caused made energy ?,space time dimensions created caused energy ?,1,0.0,0.0,20,0.9444444444444444
111413,people seeing skies ?,steve told wanda `` rumlow said name suddenly 16 year old boy living brooklyn ? `` .what happened steve 16 ?,0,0.0,0.05555555555555558,91,0.5945945945945946
111414,best new car products inventions people n't know ?,best new car gadgets technology people n't know ?,1,0.0,0.0,13,0.85
111415,open password protected .txt file ?,open password protected video file extension .exe ?,0,0.0,0.0,20,0.972972972972973
111416,'s secret successful presentation ?,secret success ?,0,0.0,0.0,19,0.6666666666666666
111417,20 beard . ways grow ?,beard differently colored hair head ( even multicolored ) ?,0,0.0,0.0,48,0.5
111418,’ like working goldman sachs ?,like working goldman ?,1,0.0,0.0,8,0.875
111419,opinion surgical strike made india ?,world nations think surgical strike pok launch pads reaction pakistan ?,1,0.036433259070813205,0.0,40,0.918918918918919
111420,best way prepare upsc ?,start preparation ias exam ?,0,0.0,0.0,18,0.6153846153846154
111421,celebrate birthdays ?,people celebrate birthdays ?,1,0.0,0.0,7,0.9333333333333333
111422,skills need get job google ?,skills required join google ?,1,0.0,0.0,8,0.8275862068965517
111423,"infinite dark/vacuum/gravitational energy created universe expands , mean potentiality potential energy infinite ?","infinite ( dark ) energy appear expansion , infinite ? least potentially infinite ?",1,0.0,0.0,62,0.8444444444444444
111424,improve english ?,improve speaking ?,1,0.0,0.0,7,0.8571428571428571
111425,significance colors contact lists android kitkat ?,difference lollipop kitkat ?,0,0.0,0.0,30,0.9032258064516129
111426,massive inbetweeners fan . favorite character ?,favorite character american pie ?,0,0.0,0.0,33,0.8484848484848485
111427,much cost dinner hell 's kitchen show taped ?,get reservations hell 's kitchen restaurant ?,0,0.0,0.0,24,0.8421052631578947
111428,electricity related magnetism ?,magnetism related electrons ?,0,0.0,0.0,19,0.9333333333333333
111429,think new macbook pro ( 2016 ) worth ?,review macbook pro ( 2016 ) ?,1,0.0,0.0,13,0.9047619047619048
111430,know girl haves crush ?,tell girl crush ?,1,0.0,0.0,10,0.7586206896551724
111431,pros cons building dam across gibraltar ?,pros cons fish ladders dams ?,0,0.0,0.0,22,0.7878787878787878
111432,misuses statistics came across ?,statistics report ?,0,0.0,0.0,17,0.8695652173913043
111433,get free itunes gift cards ?,get free itunes gift cards online ?,1,0.0,0.0,7,0.9333333333333333
111434,would describe grandparents ?,feel like grandparent ?,0,0.0,0.0,11,0.75
111435,like know someone dissociative identity disorder someone disorder ?,like know someone dissociative identity disorder ?,1,0.0,0.0,17,1.0
111436,"viva voce & interviews , teacher tells know nothing , decreases confidence levels . overcome fear ?","viva voce & interviews , teacher tells know nothing , decreases confidence levels . overcome fear ?",1,0.0,0.0,0,1.0
111437,sort projects people build fullstack academy ?,jio collecting fingerprints ?,0,0.0,0.0,36,0.7428571428571429
111438,stop terrier/border collie mix destroying furniture ?,stop american staffy/kelpie mix humping furniture ?,1,0.0,0.0,24,0.8837209302325582
111439,future scope android developer ?,future growth android development ?,1,0.0,0.0,8,0.8333333333333334
111440,multiverse theory true means could infinite amount universes anime exist universes ?,multiverse theory correct means anything possible even anime universe existing right ?,1,0.03447264775506591,0.0,44,0.8780487804878049
111441,breathless classical song ?,classical song ?,0,0.0,0.0,11,0.8
111442,know partner cheating ?,know wife cheater ?,1,0.0,0.0,9,0.896551724137931
111443,know strengths weaknesses ?,someone accurately identify personal strengths weaknesses ?,1,0.0,0.0,34,0.7428571428571429
111444,probability statistics relevant computer science ?,relevance probability statistics computer science/engineering ?,0,0.0,0.0,31,0.9473684210526315
111445,happen nuclear weapon exploded space ?,would like nuclear blast space ?,1,0.0,0.0,24,0.8235294117647058
111446,first time sex stories indian girls ?,normal guy desire/want sex ?,0,0.0,0.0,27,0.8571428571428571
111447,proof god 's existence ?,proof god n't exist ?,0,0.0,0.0,6,0.967741935483871
111448,find information codedui testing ?,study math test effectively ?,0,0.0,0.0,26,0.75
111449,difference ecology conservation degree ?,"n't companies pay enough freshers despite making huge profits ? today , degree/non degree paid substantially better .",0,0.0,0.0,94,0.7441860465116279
111450,depression ?,depression ?,1,0.0,0.0,0,1.0
111451,cool things make javascript ?,make cool javascript ?,0,0.0,0.0,15,0.9142857142857143
111452,satisfying gesture 've ever done stranger ?,nicest thing complete stranger ever done ?,0,0.0,0.0,31,0.7428571428571429
111453,development practice : ever worked successful energy project latin america ? made successful ?,development practice : ever worked successful agriculture project latin america ? made successful ?,0,0.0,0.0,11,0.9787234042553191
111454,cultural faux pas ?,cultural faux pas kansas ?,0,0.0,0.0,7,0.9230769230769231
111455,round 1345/99 nearest integer ?,round 1.44 nearest percent ?,0,0.0,0.0,12,0.7428571428571429
111456,full implications indian government 's decision withdraw old 500 1000 rupee notes circulation ?,decision indian government demonetize 500 1000 notes right big scam ?,1,0.0,0.0,50,0.8260869565217391
111457,secret behind bermuda triangle ?,bermuda triangle ?,1,0.0,0.0,14,0.9032258064516129
111458,engineering background students give csir net exam ?,clear csir-ugc net exam physics ?,0,0.0,0.0,38,0.7368421052631579
111459,purpose life ? life earth ?,wan na ask someone please . life ? purpose life ?,1,0.0,0.0,34,0.7741935483870968
111460,effect donald trump 's victory international students looking study usa ?,trump 's victory effect indian students higher studies ?,1,0.0,0.07692307692307687,36,0.9302325581395349
111461,much newly imported submarine help bangladesh defending territory ?,much clothes cost bangladesh ?,0,0.0,0.0,44,0.8421052631578947
111462,genre harvey specter listen ?,watching harvey specter suits quality struck ? learn ?,0,0.0,0.0,30,0.8888888888888888
111463,talk girls ?,talk girls party ?,0,0.0,0.0,6,0.9090909090909091
111464,difference web analytics digital analytics ? one best ?,web analytics ?,0,0.0,0.0,40,0.8387096774193549
111465,ies one difficult exams world . toppers get half total marks ies . factors make ies exam tough ?,hard preparation ies exam ?,0,0.04438511113607476,0.0,74,0.7894736842105263
111466,patriotism ?,patriotism according ?,0,0.0,0.0,10,0.8333333333333334
111467,west want get rid assad ? whats ?,us want unseat assad syria ?,0,0.0,0.0,16,0.8461538461538461
111468,best way get job management consulting firm ?,best way get job management consulting ?,0,0.0,0.0,5,0.9473684210526315
111469,got fb notification saying `` know mr.x ? `` .why getting notifications ?,people get notification mute ?,0,0.0,0.0,57,0.6486486486486487
111470,white slaves usa civil war ?,african american slaves forced fight behalf confederate army civil war ?,0,0.0,0.0,49,0.7428571428571429
111471,difference gravitational potential gravitational potential energy ?,difference potential energy . ?,0,0.0,0.0,40,0.9411764705882353
111472,caste based reservation backwards indian armed forces ?,reservation armed forces india ?,1,0.0,0.0,35,0.9090909090909091
111473,scope gis india ?,scope gis development india ?,1,0.04762187705326051,0.0,12,0.8571428571428571
111474,going better president - hillary clinton donald trump ?,hillary clinton better choice donald trump ?,1,0.0,0.0,31,0.9230769230769231
111475,get best rust removal service sydney ?,get best rust paint removal service sydney ?,1,0.0,0.0,6,0.9743589743589743
111476,word 'calumny ' used sentence ?,word `` calumny '' used sentence ?,1,0.0,0.0,4,0.9714285714285714
111477,defeated napoleon battle waterloo ?,could napoleon defeated seventh coalition forces battle waterloo ?,0,0.0,0.0,34,0.8235294117647058
111478,best way find pen pal learning english ?,best ways find native english speakers interested communicating students improve english foreign language ?,0,0.0,0.0,72,0.8571428571428571
111479,"could abandon current legacy government systems start existing technology , would system work ?",democracy best government system ?,0,0.040008866599213835,0.0,69,0.8
111480,' ... ! ' ' ... ? ' mean ?,meaning 'shriyak ' ?,0,0.0,0.0,20,0.6086956521739131
111481,many hours spend meeting ?,many hours spend computer ?,0,0.0,0.0,7,0.9090909090909091
111482,fyers one vs nest trader : better ?,fyers one vs nest : better ?,1,0.0,0.0,7,0.9285714285714286
111483,perfect diet chart patient acute renal failure ?,perfect diet chart patient chronic renal failure ?,1,0.0,0.0,7,0.967741935483871
111484,best cardio exercises skinny people lower belly fat ?,whats best way reduce belly fat ?,1,0.0,0.0,32,0.7777777777777778
111485,admob know app violates tos ?,lor 6 lor 7 grade deutsche bank ?,0,0.0,0.0,26,0.6666666666666666
111486,difference sea water fish fresh water fish ?,small cold water fish different fish ?,0,0.0,0.0,23,0.9032258064516129
111487,know buying house ?,know buying house dallas ?,0,0.0,0.0,7,0.9032258064516129
111488,kind sand used make glass ?,"make glass sand , make sand glass ?",0,0.0,0.0,18,0.88
111489,'s interesting joke ?,best joke know ?,0,0.0,0.0,16,0.75
111490,thinking different language affect way decisions made ?,man skype relationship three days nights ignoring playing playstation.i ignored . ocd ?,0,0.06750708375077816,0.0,67,0.8780487804878049
111491,cute names parakeets ?,good names parakeets ?,1,0.0,0.0,4,0.8148148148148148
111492,answers reviews quora collapsed ?,quora answers getting collapsed ?,1,0.0,0.0,18,0.9142857142857143
111493,many iranians leaving islam ?,iranians leaving islam ?,0,0.0,0.0,5,0.96
111494,limestone ? limestone formed ?,characteristic limestone ?,0,0.0,0.0,20,0.8148148148148148
111495,", parent , ever told teacher ?",parents ever told would failure college ?,0,0.0,0.0,22,0.7647058823529411
111496,favorite clip bf1 beta far ?,happiest moment life ?,0,0.0,0.0,21,0.6896551724137931
111497,many words average native english speaker know ?,many words average english speaker know ?,1,0.0,0.0,7,0.9743589743589743
111498,promote porn blog ?,promote porn blog ?,1,0.0,0.0,0,1.0
111499,salary range mtech graduate mechanical engineering iit bombay ?,"planning mtech iit bombay , mechanical engineering . wich best stream specialize get top companies high level job satisfaction ?",0,0.0,0.0,86,0.7727272727272727
111500,"organization design : key differences director , vp , svp head ?",last vp use power speaker congress ?,0,0.0,0.0,49,0.717948717948718
111501,"muslim men clothing requirements similar muslim women wear hijabs , burqas , and/or veils ?",n't muslim men wear hijab ?,1,0.0,0.0,65,0.7804878048780488
111502,determine chemical formula wax ?,determine chemical formula toothpaste ?,0,0.0,0.0,9,0.8888888888888888
111503,suggest best budget phone 15k ?,best smartphone around 15k ?,1,0.0,0.0,18,0.8823529411764706
111504,increase concentration ?,increase concentration confidence ?,0,0.0,0.0,11,0.9166666666666666
111505,brunch : get best steak eggs bay area ?,best brunch spots miami ?,0,0.0,0.0,30,0.75
111506,rewire brain ?,possible rewire brain ?,0,0.0,0.0,9,0.8181818181818182
111507,targets expensive others even city ?,proved terrorists coming across border loc involved recent uri attack september 2016 ?,0,0.0,0.0,67,0.6829268292682927
111508,organ ?,organization ?,0,0.0,0.0,7,0.8235294117647058
111509,enhance english ?,improve english ?,1,0.0,0.0,6,0.72
111510,got job offer role ase-it accenture itis cognizant . option choose provided want developer job ?,ece guy presently working tcs . good study iit hyderabad systems controls leaving job ?,0,0.0,0.0,73,0.88
111511,say girl asks love ?,"girl says ask anything , would ask ?",0,0.0,0.0,27,0.7096774193548387
111512,moravians believe sola fide ?,chess : get fide ratings ?,0,0.0,0.0,23,0.6666666666666666
111513,hardest part teenager ?,like teenager los angeles ?,0,0.0,0.0,19,0.72
111514,difference wit intelligence ?,humans smartest ?,0,0.0,0.0,23,0.5
111515,best way push dna filter pcr ?,10 class march ar board exams study ?,0,0.0,0.0,29,0.7368421052631579
111516,"winston churchill twitter , things would tweet ?","mody university science technology , lakshmngarh ?",0,0.0,0.0,41,0.8421052631578947
111517,nitrogen good tires ?,advantages filling nitrogen gas filling tires ?,1,0.0,0.0,29,0.8461538461538461
111518,good dell laptops 80000 ?,best dell laptop 30000 ?,0,0.0,0.0,6,0.8461538461538461
111519,dating website go find women tattoo artist ?,"want start writing , begin ? learn structure want write ?",0,0.0,0.0,38,0.75
111520,"23-year-old girl never relationship , need boyfriend ?",'m 23 year old girl . ca n't sleep someone without developing feelings . immature ?,0,0.13365832954497198,0.0625,55,0.8163265306122449
111521,youtubers make money ?,youtubers make money ?,1,0.0,0.0,0,1.0
111522,"people age 60 affair despite wife grownup children , trust marriages ?",turkey secular presidency religious affairs annual budget 2.5 billon dollars ?,0,0.0,0.0,62,0.7391304347826086
111523,type government guatemala ? compare one canada ?,type government guatemala ? compare one italy ?,0,0.0,0.0,5,0.9411764705882353
111524,"convert molar mass , gram/mole daltons ?",calculate molar mass protein ?,0,0.0,0.0,22,0.75
111525,reduce leakage power 6t sram cell ?,use formworks construction ?,0,0.0,0.0,27,0.7272727272727273
111526,multiply 2x2 matrices ?,multiply three matrices ?,0,0.0,0.0,5,0.9032258064516129
111527,sikh boy marry muslim girl ?,"pakistani muslim . want marry sikh punjabi girl , parents said . ?",0,0.0,0.0,48,0.7368421052631579
111528,process documentation required making gap certificate ?,make software documentation less dull ?,0,0.16956532122153456,0.0,41,0.8648648648648649
111529,lose weight safely ?,lose 20-30 kg ?,1,0.0,0.0,12,0.5384615384615384
111530,neuroscience : regions brain responsible sadness ?,neuroscience : regions brain responsible disgust ?,0,0.0,0.0,6,0.9714285714285714
111531,long distance relationship work ?,long distance relationship really work ?,1,0.0,0.0,7,0.972972972972973
111532,every question post quora marked needing clarification ?,every question quora need improvement ?,1,0.0,0.0,27,0.8717948717948718
111533,"better , 500gb + 8gb sshd 1tb running 5400rpm ?",laptop better specs : 8gb ram 128gb ssd vs 4gb ram 500gb hdd ?,0,0.0,0.0,38,0.7391304347826086
111534,besan made chick peas chana dal ?,"besides zucchini , else substitute chick peas make bean-free hummus vegetable spread ?",0,0.0,0.0,61,0.7692307692307693
111535,trampoline buy ?,trampoline buy ?,1,0.0,0.0,0,1.0
111536,jimmy wales ever come india ?,jimmy wales coming india ?,0,0.039124849067196654,0.0,8,0.9090909090909091
111537,pros verbal communication ? cons ?,pros cons non-verbal communication ?,0,0.0,0.0,16,0.9714285714285714
111538,part human body called second heart ?,possible create human parts various human bodies ?,0,0.0,0.0,34,0.918918918918919
111539,saltwater taffy candy imported greece ?,saltwater taffy candy imported philippines ?,1,0.0,0.0,10,0.9473684210526315
111540,real reality shows ?,real tv reality shows ?,1,0.0,0.0,3,0.9629629629629629
111541,difference blunt joint ?,joint contain tobacco come ?,0,0.0,0.0,21,0.7407407407407407
111542,things mind starting business ?,basic things must kept mind business first time ?,1,0.0,0.0,27,0.8823529411764706
111543,dark circles ? dark circles formed ?,best ways reducing dark circles ?,0,0.0,0.0,23,0.6875
111544,best gaming laptop 60000 ?,good laptop range rs . 60000 ?,1,0.0,0.0,18,0.8125
111545,indians celebrate new year 1st january ?,celebrating new year start ?,0,0.1435138170482853,0.11111111111111116,18,0.8484848484848485
111546,would cool way commit suicide ?,ways commit suicide ?,1,0.0,0.0,12,0.9655172413793104
111547,’ top 10 list horror movies ?,good horror movies ?,1,0.0,0.0,12,0.7142857142857143
111548,"funniest hindi commentary line , cricket , heard recently ?",funniest lines british comedy ?,0,0.0,0.0,36,0.8947368421052632
111549,trump win presidency ?,donald trump win election ?,1,0.0,0.0,15,0.8387096774193549
111550,toughest question ever asked interview ?,toughest question ever asked interview ?,1,0.0,0.0,0,1.0
111551,best laptop within 60k available india ?,best laptop 60k ?,1,0.037675056540193735,0.0,23,0.8125
111552,start preparation ias ?,start preparation ias exam ?,1,0.0,0.0,5,0.9166666666666666
111553,'s best first message send someone tinder ?,best tinder hacks ?,0,0.0,0.0,31,0.7333333333333333
111554,track person basing mobile phone ?,one track mobile number location ?,1,0.0,0.0,25,0.8484848484848485
111555,"american people protest , chosen trump first place ?",get connected african input dealers india ?,0,0.0,0.0,40,0.8571428571428571
111556,type 3 diabetes ?,type 1 diabetes ?,0,0.0,0.0,1,0.9166666666666666
111557,last book read ?,last book read ?,1,0.0,0.0,0,1.0
111558,cost portable card swip machine india ?,best card swapping machine available india ?,0,0.033753098302296204,0.0,26,0.918918918918919
111559,"milk comes cow , percentage fat ?",goat milk cow milk saturated fats ? type milk saturated fats ?,0,0.0,0.0,39,0.8717948717948718
111560,think conflict syria proxy war us russia ?,possible russia us fight proxy war syria ?,1,0.04573616139022366,0.0,25,0.8421052631578947
111561,review linux mint ?,use linux mint ?,1,0.0,0.0,5,0.8333333333333334
111562,lose 38 pounds year ?,lose 12-15 pounds 3 months ?,1,0.1782876931115621,0.0,13,0.6666666666666666
111563,biggest mistake made sales ?,'s biggest sales mistake 've made ?,1,0.0,0.0,15,0.9285714285714286
111564,much cost study medicine canada ?,much cost study canada ?,0,0.0,0.09999999999999998,9,0.9285714285714286
111565,prepare aptitude test ?,prepare aptitude test accenture ?,0,0.0,0.0,10,0.9166666666666666
111566,bajaj avenger live upto reputation cruise bike ?,good bad bajaj avenger 220 ?,0,0.0,0.0,39,0.6666666666666666
111567,b2b website help find manufacturers & suppliers ?,b2b website help find bangladeshi manufacturers & suppliers ?,0,0.0,0.0,12,0.9767441860465116
111568,office 2013 say encountered error setup . install . tried ms office 2010 2013 2016 32 64 bit version ?,"removed office 2010 64 bit 64 bit os , tried install 32 bit office . getting error ?",0,0.0,0.0,69,0.9056603773584906
111569,cgpa calculated ms ?,cgpa calculated ?,0,0.0,0.0,3,0.9166666666666666
111570,likely songs get stuck head ?,songs get stuck head ?,0,0.0,0.0,7,0.9032258064516129
111571,n't utensils dissolve cook ?,human body need sleep happens n't get enough ?,0,0.0,0.0,35,0.6666666666666666
111572,feed pitbull/lab mix ?,breed pitbull/lab mix ?,0,0.0,0.0,2,0.9333333333333333
111573,specialities new 2000 rs note ?,difficult copy new 2000 rupee currency note ?,1,0.0,0.0,25,0.8235294117647058
111574,one increase height 26 years age ?,one increase height 16 years age ?,0,0.0,0.0,1,0.9375
111575,get chemical engineering job beyond india ?,get chemical engineering job ?,0,0.03885580196353708,0.0,13,0.9411764705882353
111576,bond prices go interest rates go ?,"bond pricing , people mean 'the interest rate ? '",0,0.0,0.0,24,0.8571428571428571
111577,better hire ui/graphic designer equity contract work ?,industrial designers possess skills knowledge good ui/ux designers ? graphic designers appropriate hires fresh graduates ?,0,0.0,0.0,88,0.8636363636363636
111578,accept linkedin connect request recruiter ?,send connection request group members linkedin ?,0,0.0,0.0,32,0.8888888888888888
111579,ankylosing spondylitis treatment ?,fresher leave first job two weeks getting job interest ?,0,0.0,0.0,44,0.7222222222222222
111580,improve english writing speaking skills ?,improve english writing skills ?,0,0.0,0.0,9,0.9714285714285714
111581,men attracted breasts ? nature nurture ?,men attracted breasts psychological reason ?,1,0.0,0.0,18,0.75
111582,like dating british woman ?,'s like dating indian woman ?,0,0.0,0.0,9,0.8823529411764706
111583,england become democracy monarchy ?,monarchy democracy common ?,0,0.0,0.0,19,0.8888888888888888
111584,long iphones built last ?,long nexus 4 battery last ?,0,0.0,0.0,13,0.7741935483870968
111585,dams cause earthquake ?,earthquake cause fire ?,0,0.0,0.0,16,0.8571428571428571
111586,makes great musician ?,successful musician ?,0,0.0,0.0,10,0.7692307692307693
111587,many people rolls royce cars india ?,top ten car tall people ( 6.3 ) india ?,0,0.03497910884120309,0.0,24,0.7272727272727273
111588,average iq 13 year olds ?,'s average iq xx-year-old ?,0,0.15333745664101206,0.09999999999999998,8,0.8484848484848485
111589,tips making job interview process franklin street properties ?,tips making job interview process chambers street properties ?,0,0.0,0.0,7,0.926829268292683
111590,united states headed towards civil war ?,usa slowly inching towards civil war ?,1,0.0,0.0,17,0.9142857142857143
111591,one become iim faculty ?,get iims ?,0,0.0,0.0,17,0.5217391304347826
111592,good history books read ?,best book read history ?,0,0.0,0.0,19,0.9655172413793104
111593,"suitable solar panel installation provider near antioch , california ca ?","good solar panel installation provider near angels camp , california ca ?",0,0.0,0.0,16,0.8717948717948718
111594,better analysis software : staad pro cype etabs ?,better analysis software : staad pro etabs ?,0,0.0,0.0,5,0.972972972972973
111595,yoga work ?,"'re trying design clil-based english materials young learners . experts field , please contact ?",0,0.0,0.0,88,0.4
111596,indian culture/traditions adopted west ?,aspects india indian culture adopted non-indians ?,1,0.0,0.0,33,0.9090909090909091
111597,anyone give data flow diagram car spare part manufacturing company ( services done ) ?,check spare part names weight car ?,0,0.0,0.0,63,0.717948717948718
111598,girls maturbate ?,girls masturbate ?,0,0.0,0.0,1,1.0
111599,stop thinking something ?,stop thinking something/someone ?,1,0.0,0.0,8,0.9629629629629629
111600,proper firing order 4 cylinder engine ?,"firing orders maximum efficiency different engines ? like four stroke , six stroke etc 4 , 8 , 12 cylinders",0,0.0,0.0,84,0.7
111601,stephen hsu ( physicist ) : stephen hsu think moocs ?,stephen hsu ( physicist ) : stephen hsu think gattaca ?,0,0.0,0.0,6,0.8888888888888888
111602,good inpatient drug alcohol rehab center franklin county ar ?,good inpatient drug alcohol rehab center columbia county ar ?,0,0.0,0.0,7,0.9230769230769231
111603,get good marks exam ?,study get good marks ?,0,0.0,0.0,11,0.8888888888888888
111604,write screenplay ?,learn write screenplays ?,1,0.0,0.0,7,1.0
111605,facebook friend find quora ?,import facebook friends quora ?,1,0.0,0.0,12,0.8823529411764706
111606,get prepared 1z0-444 exam ?,prepare 1z0-517 exam ?,0,0.0,0.0,8,0.8
111607,colour eye ?,eye color ?,0,0.0,0.0,9,0.9411764705882353
111608,american restaurant chains found norway ? norwegian people think ?,american restaurant chains found norway ? norwegian people think ? c,1,0.0,0.0,2,1.0
111609,best free doubt clearing site/app iit jee ?,best sites free iit jee preparation doubt clearing ?,0,0.0,0.0,35,0.9743589743589743
111610,ca n't india get medals every olympics ?,many medals india win olympics ?,0,0.0378856586452117,0.0,21,0.8235294117647058
111611,anyone voluntered sub specialisation change cadre ins chilka ?,anyone currently volunteer ngo mumbai tell volunteer teacher mumbai weekends ?,0,0.0,0.0,52,0.9302325581395349
111612,pipettes burettes differ ?,pipette burette differ ?,0,0.0,0.0,2,0.9565217391304348
111613,"color physcial chemical property , depend circumstances ?",color chemical property ?,1,0.0,0.0,32,0.8484848484848485
111614,"track international money wire transfer bank accounts , work bank wire transfer/swift copy ?",track bank transfer ?,0,0.0,0.0,71,0.7058823529411765
111615,admission criteria msc econometrics mathematical economics lse ?,jfk invite nazi pilot hanna reitsch white house ?,0,0.07637197793219083,0.0,46,0.7222222222222222
111616,manaphy sex offender ?,logical fallacy believe something true genius ( like albert einstein ) said ?,0,0.0,0.0,64,0.6666666666666666
111617,conservative colleges ?,conservative languages ?,0,0.0,0.0,6,0.9655172413793104
111618,"best skype alternative compatible linux , windows , apple android ?",'s best linux-compatible skype headset ?,0,0.0,0.0,45,0.8444444444444444
111619,reviews canon 60d ?,review canon eos 60d ?,1,0.0,0.0,5,1.0
111620,blue checkmark facebook messenger mean ?,icons facebook messenger mean ?,0,0.0,0.0,13,0.875
111621,"take care love , get rejected . happen ?",happen ?,0,0.05957167132902368,0.0,32,0.5384615384615384
111622,"difference firm , factory , industry , company , workshop , corporation , incorporation , organisation plant ?",long incorporation process takes ?,0,0.0,0.0,87,0.7894736842105263
111623,work freelancer ?,work freelancer ?,0,0.0,0.0,0,1.0
111624,working hours us ?,working hours ?,0,0.07296659884262664,0.0,3,1.0
111625,train bloodhound track ?,train dogs track smells ?,0,0.0,0.0,15,0.7741935483870968
111626,possible earn 1 % everyday total capital stock market ?,make 500 rupees daily indian stock market 10000 rupees invest ?,0,0.0,0.0,49,0.8837209302325582
111627,move banning 500 & 1000 rupee notes right ?,decision indian government demonetize 500 1000 notes right big scam ?,1,0.0,0.0,47,0.8571428571428571
111628,satan 's tricks ?,satanism ?,0,0.0,0.0,9,0.7368421052631579
111629,best interview question ever ?,best interview questions asked ?,1,0.0,0.0,5,0.9032258064516129
111630,find list email account ?,find email accounts ?,1,0.0,0.0,6,1.0
111631,best books bridge engineering ?,calculate steel rcc slab ?,0,0.0,0.0,26,0.5833333333333334
111632,large websites use d3.js ?,d3.js highchart.js better ?,0,0.0,0.0,23,0.8484848484848485
111633,"neuroscience : order `` mind-uploading '' happen , parts brain need hooked `` electrodes '' ?",ever possible hook someone 's brain computer project person 's dream ?,0,0.0,0.0,69,0.851063829787234
111634,name creepiest horror movie 've ever seen ? scariest part ?,scariest movie ever watched ?,1,0.0,0.0,38,0.8387096774193549
111635,people fake ?,people fake days ?,1,0.0,0.0,5,0.8571428571428571
111636,reviews audi a4 line ?,review audi a4 ?,0,0.0,0.0,6,0.88
111637,site ranking ?,n't site rank first ?,0,0.0,0.0,9,0.8695652173913043
111638,expected cutoff kvpy sa 2016 -17 ?,cut-off kvpy sa stream 2016 ?,1,0.0,0.0,19,0.8837209302325582
111639,common scientific myths ?,'s common myths ?,0,0.0,0.0,14,0.8333333333333334
111640,working nintendo 3ds emulator pc android ?,one win - nintendo 's 3ds sony 's ngp ?,0,0.0,0.0,25,0.7222222222222222
111641,discipline centred approach ?,spies north korea ?,0,0.0,0.0,18,0.8571428571428571
111642,improve pronunciation english ?,specifically improve english ?,1,0.0,0.0,19,0.8888888888888888
111643,lose weight less exercise ?,exercise without losing weight ?,0,0.0,0.0,21,0.9333333333333333
111644,best trick playing chess ?,best tips playing chess ?,1,0.0,0.0,3,0.9375
111645,"terms romanian 's linguistic development , conservative would perceive language ?",learn romanian second language ?,0,0.0,0.0,53,0.8333333333333334
111646,psychopath ptsd ?,would psychopath ever experience ptsd ?,1,0.0,0.0,22,0.7096774193548387
111647,life ’ biggest decision ?,biggest decision life ?,1,0.0,0.0,12,0.9655172413793104
